id;pc_1;pc_2;pc_3;pc_4
evernote:///view/2147483647/s94/18f90dd9-e3a4-466c-858c-f10bc60ff9db/18f90dd9-e3a4-466c-858c-f10bc60ff9db/;-0.021296090796001227;-0.6072757070340125;0.1493077306671089;-0.2755873314965778
evernote:///view/2147483647/s94/13cbd94f-e807-44cd-a02a-f6e3dfb9ef79/13cbd94f-e807-44cd-a02a-f6e3dfb9ef79/;-0.9102289126447632;0.014158708866565728;-0.23169201584619387;0.3547671374831659
evernote:///view/2147483647/s94/c2cbca04-4148-41a5-88c1-b7ad4c9f7a31/c2cbca04-4148-41a5-88c1-b7ad4c9f7a31/;0.27815703300444056;-0.10212933644288005;0.49555825224224775;-0.1716627723337953
evernote:///view/2147483647/s94/c26d7d6d-517b-41c6-aa1b-75efb1727fde/c26d7d6d-517b-41c6-aa1b-75efb1727fde/;-0.5617649707150532;-0.2817863680501617;0.29211054486813165;-0.30816147801222316
evernote:///view/2147483647/s94/4ed13a1f-6fa0-420f-8ea3-d6d41725bf61/4ed13a1f-6fa0-420f-8ea3-d6d41725bf61/;-0.03216565566518256;-0.28783358850876894;0.053373701554010375;-0.33050753185779197
evernote:///view/2147483647/s94/0af65d51-67e7-4689-902d-8430655cb024/0af65d51-67e7-4689-902d-8430655cb024/;-0.484100602602232;0.44252954602947225;-0.11245438248311476;0.32932277748701616
evernote:///view/2147483647/s94/2df617b1-bea1-4293-8bdf-ec64c55dbad6/2df617b1-bea1-4293-8bdf-ec64c55dbad6/;0.3185259554824302;0.03554053821056485;-0.050576764175563546;-0.007871390498900368
evernote:///view/2147483647/s94/3b6a8a1c-bfc5-4f49-9245-19f9f4e00d4a/3b6a8a1c-bfc5-4f49-9245-19f9f4e00d4a/;-0.08981942899750153;0.19941621136896065;-0.04898577458096087;0.22436727532572998
evernote:///view/2147483647/s94/90a915f8-e772-4659-9980-f3ab66aa6214/90a915f8-e772-4659-9980-f3ab66aa6214/;-0.08981942899750153;0.19941621136896065;-0.04898577458096087;0.22436727532572998
evernote:///view/2147483647/s94/7421fd44-2665-4515-b1d1-068630869658/7421fd44-2665-4515-b1d1-068630869658/;-0.8697999353612287;-0.050644928975655146;-0.11503148354613799;0.011096121236648243
evernote:///view/2147483647/s94/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/18e4b6c9-8bf7-453a-a97f-1842c4c1d609/;0.6137633494389749;0.06311484492146877;-0.16142821202097568;-0.020861871707124037
evernote:///view/2147483647/s94/ccd790b2-b585-4d0e-8cc1-219015b546ab/ccd790b2-b585-4d0e-8cc1-219015b546ab/;0.180047228863707;0.30015824754628495;0.20087014570903972;-0.006560211540957527
evernote:///view/2147483647/s94/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/902ecf4d-5c1d-44ab-8ec5-9b20fcf72802/;0.6137633494389749;0.06311484492146877;-0.16142821202097568;-0.020861871707124037
evernote:///view/2147483647/s94/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/7cbb0cd6-c8fe-494e-8daf-c86b45d20aa6/;0.03242853188543465;0.28637109419083295;0.2562958696317458;-6.497093684568883E-5
evernote:///view/2147483647/s94/8728baa0-3b47-4dfc-8f4d-046931d54934/8728baa0-3b47-4dfc-8f4d-046931d54934/;0.5528878765757561;0.0019190110410535477;-0.1784621596442727;-0.017226963136245506
evernote:///view/2147483647/s94/b658c774-18e2-4d89-8035-66969ae23eba/b658c774-18e2-4d89-8035-66969ae23eba/;0.11917175600048824;0.23896241366586973;0.1838361980857427;-0.002925302970078994
evernote:///view/2147483647/s94/2d5220b1-959d-4d75-90bd-bfef9048b78d/2d5220b1-959d-4d75-90bd-bfef9048b78d/;0.4661446524607025;0.04932769156601681;-0.10600248809826962;-0.014366631103012208
evernote:///view/2147483647/s94/71002a5a-ed25-4e4d-b9d3-1986e52046f7/71002a5a-ed25-4e4d-b9d3-1986e52046f7/;0.6137633494389749;0.06311484492146877;-0.16142821202097568;-0.020861871707124037
evernote:///view/2147483647/s94/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/f3520478-c33b-4e6e-b9cf-dcaa3b95b365/;-0.3446278456705115;0.10703826681583581;0.17852620556450716;-0.10631325971256393
evernote:///view/2147483647/s94/6d1616de-75c7-405f-911a-cbd6d88f657e/6d1616de-75c7-405f-911a-cbd6d88f657e/;0.14849869627158752;-1.0653360631723399;-0.10583173478115486;0.11805779758233254
evernote:///view/2147483647/s94/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/0a66f199-743c-4f76-a9f9-a903a2bbb3d1/;-0.44370568615113404;-0.5226376953777323;0.2159583177584682;0.08393449799139674
evernote:///view/2147483647/s94/aaccb2ba-3635-4139-81fc-bee06c2166f8/aaccb2ba-3635-4139-81fc-bee06c2166f8/;-0.07845284897182153;-0.15546269209524105;0.31816200349825025;0.06212504656612553
evernote:///view/2147483647/s94/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/9a6edc6c-4fd7-4783-bee7-23c1ff67d504/;0.13762913140240612;-0.7458939446470965;-0.20176576389425332;0.06313759722111839
evernote:///view/2147483647/s94/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/08ef5a4c-0f93-40f7-8292-3475ae2cfc47/;0.6137633494389749;0.06311484492146877;-0.16142821202097568;-0.020861871707124037
evernote:///view/2147483647/s94/92185793-1c39-48cb-9893-a2fb0d5eab68/92185793-1c39-48cb-9893-a2fb0d5eab68/;0.6137633494389749;0.06311484492146877;-0.16142821202097568;-0.020861871707124037
evernote:///view/2147483647/s94/dc73d868-516c-486c-b4fc-98ab5142be3e/dc73d868-516c-486c-b4fc-98ab5142be3e/;0.05829628313726949;0.17776657978545451;0.16680225046244568;7.096056007995398E-4
evernote:///view/2147483647/s94/47ee58d1-d833-41ea-a23c-3363426ae221/47ee58d1-d833-41ea-a23c-3363426ae221/;0.05829628313726949;0.17776657978545451;0.16680225046244568;7.096056007995398E-4
evernote:///view/2147483647/s94/f17725d6-a267-4d72-a441-19512c646f0c/f17725d6-a267-4d72-a441-19512c646f0c/;-0.5109293828863991;0.2697682640863158;0.021739189373646387;-0.47803260152760635
evernote:///view/2147483647/s94/4998309f-f0d7-45fd-995b-0c896fee9b59/4998309f-f0d7-45fd-995b-0c896fee9b59/;-0.5863660817813177;0.16477155364274307;-0.20144890971900659;-0.12995210017256487
evernote:///view/2147483647/s94/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/33f4b6b6-85f6-4e4d-9a87-1b565bc8190b/;0.20591498011554182;0.19155373314090648;0.11137652653973962;-0.005785635003312299
evernote:///view/2147483647/s94/43a09698-ae4a-466b-b5aa-b98efdde73fa/43a09698-ae4a-466b-b5aa-b98efdde73fa/;-0.6894341872701399;-0.13413726474401944;-0.023304064852033818;0.2555322993883463
evernote:///view/2147483647/s94/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/3fe8813e-8ac1-4a9c-ba41-255f00ec989e/;0.4656476373042039;0.08476447650497497;-0.37721623706438223;0.2027957980178064
evernote:///view/2147483647/s94/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/3c6436bb-4956-4bd2-b1b5-22b0f75a0674/;-0.44593229581726496;0.11064607077764146;0.044831725641154244;0.2409926651048322
evernote:///view/2147483647/s94/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/9fe3d7a7-a322-4c61-90f0-2c3e963fef6f/;0.41613874446666516;-0.3313102608396419;-0.027102406608468136;0.04418847782908048
evernote:///view/2147483647/s94/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/9ac6a6c3-094b-4f1f-8af9-10601a5e1452/;0.11917175600048824;0.23896241366586973;0.1838361980857427;-0.002925302970078994
evernote:///view/2147483647/s94/23ac17c1-1739-4cdd-bbba-b325955bbad0/23ac17c1-1739-4cdd-bbba-b325955bbad0/;0.11917175600048824;0.23896241366586973;0.1838361980857427;-0.002925302970078994
evernote:///view/2147483647/s94/00964167-c2f2-432f-91c4-7886d360ff51/00964167-c2f2-432f-91c4-7886d360ff51/;0.2527262421035594;0.17351190551920598;0.19347007165979324;0.11786262008915338
evernote:///view/2147483647/s94/589e02a9-432d-4e5c-99a5-86d2d1701b71/589e02a9-432d-4e5c-99a5-86d2d1701b71/;0.2527262421035594;0.17351190551920598;0.19347007165979324;0.11786262008915338
evernote:///view/2147483647/s94/80ef92b8-6383-4dc8-acd6-7ae999a1338f/80ef92b8-6383-4dc8-acd6-7ae999a1338f/;-0.2615762827179764;-0.3036134087975285;-0.004153588337753408;0.29019220139957974
evernote:///view/2147483647/s94/5834a08a-7e4a-42c5-bed7-57ab4b0d9aed/5834a08a-7e4a-42c5-bed7-57ab4b0d9aed/;-0.49736218716769653;0.3844427105273897;-0.3145341570892229;-0.38815333607013186
evernote:///view/2147483647/s94/143ea88a-8913-4ca4-8a04-1d3d8dc62c9f/143ea88a-8913-4ca4-8a04-1d3d8dc62c9f/;-0.33301570929713853;0.0112204867862912;-0.6554746861431262;-0.3886899384904295
